job_id,job_title,salary_usd,employment_type,company_location,is_remote,employee_location,job_skills,degree_required,posting_date,company_name,salary_tier,has_target,degree_flag
14854,Data Analyst,46500,Full-time,United States,True,"New York, United States","['sas', 'sas', 'sql', 'oracle', 'excel', 'sharepoint']",False,2023-11-05,Get It Recruit - Administrative,Low,True,no degree required
14855,Data Analyst,125000,Full-time,United States,False,"Illinois, United States","['sas', 'sas', 'excel', 'spss']",False,2023-03-21,Field Museum,High,False,no degree required
14865,Data Analyst,102500,Full-time,United States,False,"Illinois, United States","['go', 'excel']",False,2023-02-23,Robert Half,High,False,no degree required
14887,Data Analyst,90000,Full-time,United States,False,"New York, United States","['c#', 'sql', 'c++', 'java', 'python', 'r', 'matlab', 'aws', 'excel']",False,2023-02-28,Verisk Analytics,Mid,True,no degree required
14956,Data Analyst,136500,Full-time,United States,False,"New York, United States","['c', 'mysql', 'sharepoint', 'tableau']",False,2023-04-05,Novetta,High,True,no degree required
14973,Data Analyst,90000,Full-time,United States,False,"New York, United States","['sql', 'c#', 'python']",False,2023-01-27,Verisk Analytics,Mid,True,no degree required
14981,Data Analyst,75000,Full-time and Temp work,United States,False,"Florida, United States","['confluence', 'jira', 'smartsheet', 'workfront', 'zoom', 'slack']",False,2023-12-07,Aquent Talent,Mid,False,no degree required
15001,Data Analyst,84000,Full-time,United States,True,Georgia,"['python', 'r', 'sql']",False,2023-12-10,Get It Recruit - Information Technology,Mid,True,no degree required
15006,Data Analyst,48000,Full-time,Vietnam,False,Vietnam,"['sql', 'python', 'r', 'mongodb', 'mongodb', 'postgresql', 'spark', 'tableau', 'power bi']",False,2023-05-31,BillEase,Low,True,no degree required
15138,Data Analyst,81311,Full-time,United States,False,"Texas, United States","['sql', 'go', 'python', 'looker', 'tableau']",False,2023-11-09,OpenGov,Mid,True,no degree required
15163,Data Analyst,90000,Full-time,United States,False,"California, United States","['sql', 'snowflake', 'spreadsheet', 'excel', 'tableau']",False,2023-09-03,"Covetrus, Inc.",Mid,True,no degree required
15226,Data Analyst,50000,Full-time,United States,False,"Texas, United States",['sql'],True,2023-04-03,Upen Group Inc,Low,True,no degree required
15239,Data Analyst,95000,Full-time,United States,False,"Texas, United States","['sql', 'tableau', 'excel', 'alteryx', 'powerpoint']",True,2023-04-05,Robert Half,Mid,True,no degree required
15274,Data Analyst,98500,Full-time,Greece,False,Greece,"['sql', 'azure']",False,2023-01-12,Viva Wallet,Mid,True,no degree required
15290,Data Analyst,100000,Full-time and Part-time,United States,False,"New York, United States","['java', 'scala', 'python', 'nosql', 'sql', 'mongo', 'shell', 'mysql', 'cassandra', 'redshift', 'snowflake', 'aws', 'azure', 'hadoop', 'kafka', 'spark']",False,2023-12-07,Capital One,Mid,True,no degree required
15297,Data Analyst,100000,Full-time and Part-time,United States,False,"New York, United States","['python', 'scala', 'shell', 'aws', 'azure', 'redshift', 'snowflake', 'spark', 'hadoop']",False,2023-12-07,Capital One,Mid,True,no degree required
15318,Data Analyst,112500,Full-time,United States,False,"Texas, United States","['sql', 'tableau', 'looker']",True,2023-12-04,Bethesda,High,True,no degree required
15384,Data Analyst,83500,Full-time,United States,True,"Illinois, United States","['sql', 'excel']",False,2023-05-09,Insight Global,Mid,True,no degree required
15460,Data Analyst,50000,Full-time,United States,False,"Texas, United States",['sql'],True,2023-01-02,Upen Group Inc,Low,True,no degree required
15538,Data Analyst,80000,Full-time,United States,False,"New York, United States","['python', 'sql', 'excel', 'power bi']",False,2023-10-04,TF Cornerstone,Mid,True,no degree required
15561,Data Analyst,51014,Full-time,Mexico,False,Mexico,"['sheets', 'excel', 'power bi', 'tableau']",False,2023-02-03,Docplanner,Mid,True,no degree required
15587,Data Analyst,85000,Full-time,United States,False,"New York, United States","['sql', 'mysql', 'postgresql', 'snowflake', 'tableau', 'looker', 'excel', 'jira', 'asana']",False,2023-09-27,KITH,Mid,True,no degree required
15599,Data Analyst,75000,Full-time,United States,False,"New York, United States","['sql', 'python']",False,2023-07-21,Coders Data,Mid,True,no degree required
15600,Data Analyst,137500,Full-time,United States,False,"Illinois, United States","['sql', 't-sql', 'css', 'c#', 'python', 'excel', 'tableau', 'power bi', 'ssrs', 'ssis']",False,2023-02-14,KEYENCE,High,True,no degree required
15605,Data Analyst,77500,Full-time and Per diem,United States,False,"Florida, United States","['sql', 'sas', 'sas', 'aws', 'excel', 'spss', 'tableau', 'qlik']",False,2023-10-12,"Kelly Science, Engineering, Technology & Telecom",Mid,True,no degree required
15625,Data Analyst,105000,Full-time,United States,False,"New York, United States","['sql', 'python', 'azure', 'tableau']",False,2023-03-21,"JRM Construction Management, LLC",High,True,no degree required
15650,Data Analyst,100000,Full-time,United States,False,"New York, United States","['excel', 'word']",True,2023-11-14,Jobot,Mid,False,no degree required
15657,Data Analyst,111175,Full-time,India,False,India,"['sql', 'power bi', 'dax']",False,2023-01-18,Avaloq,High,True,no degree required
15666,Data Analyst,145000,Full-time,United States,True,"New York, United States","['sql', 'python', 'r', 'golang', 'elasticsearch', 'gcp', 'bigquery', 'aws', 'scikit-learn', 'pandas', 'looker', 'kubernetes']",False,2023-03-15,Level,High,True,no degree required
15724,Data Analyst,85000,Full-time,United States,False,"Florida, United States","['sql', 'vba', 'azure', 'power bi', 'excel']",False,2023-02-17,Robert Half,Mid,True,no degree required
15747,Data Analyst,86373,Full-time,United States,False,"New York, United States","['sql', 'python', 'r', 'tableau', 'power bi']",True,2023-05-28,JBA,Mid,True,no degree required
15757,Data Analyst,58500,Full-time,United States,False,"New York, United States","['sas', 'sas', 'sql', 'r', 'excel', 'powerpoint']",False,2023-07-13,Fathom Management LLC,Mid,True,no degree required
15775,Data Analyst,57000,Full-time,United States,False,"Illinois, United States","['sql', 'html', 'excel', 'power bi', 'sharepoint']",True,2023-01-16,CBIZ | Network Solutions,Mid,True,no degree required
15799,Data Analyst,75000,Full-time,United States,False,"Illinois, United States","['spss', 'tableau', 'powerpoint', 'excel', 'word']",False,2023-12-24,College of American Pathologists,Mid,True,no degree required
15915,Data Analyst,103200,Full-time,United States,False,"Illinois, United States","['sql', 'excel', 'power bi', 'ssrs', 'tableau']",False,2023-02-13,Anheuser-Busch,High,True,no degree required
15918,Data Analyst,111175,Full-time,United States,False,"Illinois, United States","['sql', 'ruby', 'ruby', 'python', 'java', 'scala', 'mysql', 'sql server', 'postgresql', 'aws', 'tableau', 'power bi']",False,2023-02-17,Bixal,High,True,no degree required
15927,Data Analyst,72500,Full-time,United States,False,"Texas, United States","['r', 'sql', 'azure', 'spss', 'power bi']",True,2023-03-14,Every Body Texas,Mid,True,no degree required
15950,Data Analyst,111175,Full-time,Mexico,False,Mexico,"['aws', 'redshift', 'kafka', 'spark']",False,2023-02-09,Verisk,High,False,no degree required
16037,Data Analyst,125000,Full-time,United States,False,"New York, United States","['sql', 'python', 'r']",True,2023-09-25,Discz,High,True,no degree required
16064,Data Analyst,75000,Full-time,United States,True,"Texas, United States","['sql', 'python', 'snowflake', 'tableau', 'power bi', 'excel']",False,2023-01-13,In Technology Group Inc (US),Mid,True,no degree required
16071,Data Analyst,90000,Full-time,United States,False,"New York, United States","['sql', 'power bi', 'ssrs']",False,2023-02-27,London Approach,Mid,True,no degree required
16144,Data Analyst,50325,Full-time,United States,False,"California, United States","['excel', 'sharepoint']",False,2023-07-20,Wellnest,Mid,False,no degree required
16168,Data Analyst,85000,Full-time,United States,False,"New York, United States","['sql', 'nosql', 'python', 'java', 'c++', 'scala', 'aws', 'hadoop', 'spark', 'kafka', 'tableau', 'flow', 'confluence']",False,2023-06-06,Healthix,Mid,True,no degree required
16175,Data Analyst,73100,Full-time,United States,False,"New York, United States","['sql', 'python', 'power bi']",False,2023-12-19,Knoxville Utilities Board,Mid,True,no degree required
16180,Data Analyst,105000,Full-time,United States,False,"California, United States","['excel', 'tableau', 'power bi']",False,2023-02-20,Robert Half,High,True,no degree required
16265,Data Analyst,75000,Full-time,United States,False,"New York, United States","['sql', 'oracle', 'power bi', 'tableau', 'excel']",True,2023-11-22,U.S. Retirement & Benefits Partners,Mid,True,no degree required
16289,Data Analyst,72500,Full-time,United States,True,"Texas, United States","['r', 'sql', 'azure', 'spss', 'power bi']",True,2023-03-28,Every Body Texas,Mid,True,no degree required
16312,Data Analyst,75000,Contractor,United States,False,"Illinois, United States","['r', 'python', 'java', 'c++', 'sas', 'sas', 'excel']",False,2023-04-27,Stockell Consulting,Mid,True,no degree required
16335,Data Analyst,50000,Full-time,United States,False,"Texas, United States",['sql'],True,2023-03-23,Upen Group Inc,Low,True,no degree required
16372,Data Analyst,115000,Full-time,United States,False,"New York, United States",['excel'],True,2023-03-15,Top Stack,High,False,no degree required
16394,Data Analyst,87500,Full-time,United States,True,"Illinois, United States","['sql', 'azure']",True,2023-03-10,Predictive Data Lab,Mid,True,no degree required
16406,Data Analyst,70000,Full-time,United States,False,"California, United States","['sql', 'python', 'azure', 'power bi', 'excel']",False,2023-01-04,Creative Financial Staffing (CFS),Mid,True,no degree required
16414,Data Analyst,80158,Full-time,United States,False,"New York, United States",['sql'],True,2023-06-26,Agiles Enterprise,Mid,True,no degree required
16421,Data Analyst,92500,Full-time,United States,False,"California, United States","['python', 'azure', 'aws', 'power bi', 'excel']",True,2023-04-11,LHH,Mid,True,no degree required
16451,Data Analyst,87500,Full-time,United States,False,"New York, United States","['scala', 'sql', 'python', 'r', 'go', 'pyspark', 'tableau', 'looker', 'power bi', 'microstrategy']",False,2023-06-08,Publicis Groupe,Mid,True,no degree required
16456,Data Analyst,111175,Full-time,Netherlands,False,Netherlands,"['sql', 'pyspark', 'tableau']",True,2023-07-03,Lely,High,True,no degree required
16470,Data Analyst,78517,Full-time,United States,False,Georgia,"['sql', 'r', 'python', 'sas', 'sas', 'power bi', 'tableau', 'spss', 'excel']",False,2023-05-04,ICF,Mid,True,no degree required
16508,Data Analyst,115000,Full-time,United States,True,"New York, United States","['sql', 'sql server', 'azure', 'databricks', 'oracle', 'power bi', 'tableau']",False,2023-01-19,Robert Half,High,True,no degree required
16514,Data Analyst,150000,Full-time,United States,False,"New York, United States","['sql', 'python', 'azure']",False,2023-03-07,"Staffing Opportunities Solutions, Inc.",High,True,no degree required
16519,Data Analyst,125000,Full-time,United States,False,"Texas, United States","['sql', 'python', 'r', 'tableau']",True,2023-04-03,ITECCO,High,True,no degree required
16525,Data Analyst,60000,Full-time,United States,False,Georgia,"['python', 'sql', 'tableau', 'excel']",True,2023-07-26,Infinity Marketing,Mid,True,no degree required
16532,Data Analyst,98500,Full-time,United Arab Emirates,False,United Arab Emirates,['sql'],False,2023-03-10,Bayut | dubizzle,Mid,True,no degree required
16594,Data Analyst,111175,Full-time,Israel,False,Israel,"['sql', 'python']",True,2023-07-13,Armis Security,High,True,no degree required
16601,Data Analyst,80000,Full-time,United States,False,"California, United States","['sql', 'excel']",False,2023-02-21,Feit Electric,Mid,True,no degree required
16611,Data Analyst,106562,Full-time,United States,True,"Florida, United States","['sql', 'python', 'r', 'pandas', 'numpy', 'scikit-learn', 'power bi', 'tableau', 'alteryx']",False,2023-09-05,"Cherry Bekaert Advisory, LLC",High,True,no degree required
16664,Data Analyst,105000,Full-time,United States,False,"Illinois, United States","['sql', 'python', 'r', 'power bi']",False,2023-02-07,AE Business Solutions,High,True,no degree required
16843,Data Analyst,56000,Full-time,United States,False,"New York, United States","['r', 'python', 'excel', 'sheets', 'power bi', 'tableau', 'github']",False,2023-03-14,Queens Public Library,Mid,True,no degree required
16849,Data Analyst,102500,Full-time,United States,False,"California, United States","['sql', 'python', 'postgresql', 'redshift', 'snowflake', 'tableau']",False,2023-01-27,Motimatic,High,True,no degree required
16936,Data Analyst,56772,Full-time,United States,False,"New York, United States","['sql', 'excel', 'planner']",False,2023-04-12,Centre Area Transportation Authority,Mid,True,no degree required
16939,Data Analyst,111175,Full-time,Sweden,False,Sweden,"['sql', 'tableau']",False,2023-06-23,Trustly,High,True,no degree required
16981,Data Analyst,110000,Full-time,United States,True,"California, United States","['sql', 'python', 'r', 'tableau', 'power bi']",False,2023-08-18,Get It Recruit - Real Estate,High,True,no degree required
17011,Data Analyst,55000,Full-time,United States,False,"California, United States","['t-sql', 'powershell', 'python', 'power bi', 'ssrs', 'excel']",False,2023-04-18,GGRM Law Firm,Mid,True,no degree required
17031,Data Analyst,90000,Full-time,United States,True,"New York, United States","['c++', 'c#', 'java', 'python', 'r', 'sql', 'matlab']",True,2023-04-12,hackajob,Mid,True,no degree required
17053,Data Analyst,67500,Full-time,United States,False,"California, United States","['sql', 'snowflake', 'looker', 'tableau']",False,2023-05-04,"Group Delta Consultants, Inc.",Mid,True,no degree required
17127,Data Analyst,100500,Full-time,United Kingdom,False,United Kingdom,['sql'],True,2023-07-01,Sword,High,True,no degree required
17140,Data Analyst,67500,Full-time,United States,False,"Illinois, United States",['r'],False,2023-04-12,S&S Employment Partners,Mid,False,no degree required
17176,Data Analyst,150000,Full-time,United States,False,Georgia,"['sql', 'javascript']",False,2023-07-31,"Staff Smart, Inc.",High,True,no degree required
17186,Data Analyst,80000,Full-time,United States,False,"New York, United States","['sql', 'python', 'scala', 'java', 'snowflake', 'aws', 'redshift', 'airflow', 'spark', 'excel', 'tableau', 'kubernetes']",False,2023-09-05,MailOnline,Mid,True,no degree required
17208,Data Analyst,75000,Full-time,United States,False,"Texas, United States",['sql'],False,2023-10-16,SoTx Facility Services,Mid,True,no degree required
17218,Data Analyst,95000,Full-time,United States,False,Georgia,"['sql', 'python', 'r', 'tableau', 'excel']",False,2023-05-08,Storm2,Mid,True,no degree required
17222,Data Analyst,50000,Full-time,United States,False,Georgia,['excel'],False,2023-04-05,Invoke Staffing,Low,False,no degree required
17331,Data Analyst,48938,Full-time,United States,False,"Florida, United States","['sql', 'windows', 'excel', 'trello']",True,2023-02-28,Iwebgrocer,Low,True,no degree required
17362,Data Analyst,50000,Full-time and Temp work,United States,False,"Illinois, United States",['python'],False,2023-11-29,Infosight Consulting Inc,Low,True,no degree required
17396,Data Analyst,130000,Full-time,United States,False,"Illinois, United States","['sql', 'excel', 'power bi']",False,2023-06-30,"Stamford Technology Solutions LLC, DBA Infinity",High,True,no degree required
17406,Data Analyst,110000,Full-time,United States,False,"Texas, United States","['sql', 'python', 'excel', 'sheets', 'looker', 'tableau']",True,2023-08-21,SimpleNursing,High,True,no degree required
17410,Data Analyst,95500,Full-time,United States,False,"Illinois, United States","['sql', 'python', 'snowflake', 'redshift', 'tableau']",False,2023-08-29,CBOE,Mid,True,no degree required
17449,Data Analyst,100000,Full-time,United States,False,"New York, United States","['sql', 'sql server', 'snowflake', 'azure', 'aws', 'redshift', 'ssis', 'tableau', 'looker']",False,2023-01-18,National Park Foundation,Mid,True,no degree required
17450,Data Analyst,72500,Full-time,United States,False,"New York, United States",['sql'],False,2023-09-29,AEXGroup,Mid,True,no degree required
17459,Data Analyst,100000,Full-time,United States,False,"California, United States","['python', 'r', 'sql']",False,2023-02-07,Insight Global,Mid,True,no degree required
17504,Data Analyst,80000,Full-time,United States,False,"California, United States","['sql', 'python', 'r', 'snowflake', 'aws', 'gcp', 'azure']",False,2023-09-19,Alter Health Group,Mid,True,no degree required
17507,Data Analyst,135000,Full-time,United States,True,"New York, United States",['excel'],False,2023-06-26,EPIC Brokers,High,False,no degree required
17512,Data Analyst,60000,Full-time,United States,False,"Texas, United States","['sas', 'sas', 'r', 'spss']",False,2023-07-05,University of Texas at Dallas,Mid,False,no degree required
17561,Data Analyst,97500,Full-time,United States,False,"California, United States","['python', 'azure', 'aws', 'power bi', 'excel']",False,2023-04-11,LHH,Mid,True,no degree required
17616,Data Analyst,127500,Full-time,United States,False,"Florida, United States",['oracle'],True,2023-01-05,Kani Solutions,High,False,no degree required
17761,Data Analyst,75000,Contractor,United States,False,"California, United States","['sql', 'python', 'aws']",False,2023-02-14,Xoriant Corporation,Mid,True,no degree required
17799,Data Analyst,75000,Full-time,United States,False,"Illinois, United States","['sql', 'python', 'azure', 'power bi', 'dax']",False,2023-01-16,SmartSource Technical Solutions,Mid,True,no degree required
17812,Data Analyst,37500,Contractor,United States,False,"Texas, United States","['python', 'sql', 'tableau', 'excel', 'power bi', 'github']",True,2023-01-27,BayOne Solutions,Low,True,no degree required
17838,Data Analyst,95000,Full-time,Sudan,True,Sudan,"['sql', 'python', 'r', 'excel', 'sheets', 'tableau', 'looker']",True,2023-10-30,Polygence,Mid,True,no degree required
17857,Data Analyst,102500,Full-time,Italy,False,Italy,"['sql', 'python', 'aws', 'azure']",False,2023-05-03,Adevinta,High,True,no degree required
17945,Data Analyst,82500,Full-time,United States,False,"Illinois, United States","['sql', 't-sql', 'sql server', 'ssis', 'power bi', 'excel']",True,2023-05-15,LHH,Mid,True,no degree required
18059,Data Analyst,100500,Full-time,Philippines,False,Philippines,"['sql', 'python', 'r', 'tableau', 'power bi', 'excel', 'word', 'powerpoint']",False,2023-08-18,Thunes,High,True,no degree required
18110,Data Analyst,51014,Full-time,Costa Rica,False,Costa Rica,['excel'],False,2023-02-18,Publicis Groupe,Mid,False,no degree required
18115,Data Analyst,45000,Full-time,United States,False,"Florida, United States","['word', 'excel', 'powerpoint', 'outlook']",False,2023-05-04,Harry Chapin Food Bank of Southwest Florida,Low,False,no degree required
18185,Data Analyst,55000,Full-time,United States,False,"Illinois, United States","['excel', 'powerpoint']",False,2023-01-18,RT Specialty,Mid,False,no degree required
18201,Data Analyst,95005,Full-time,United States,False,"New York, United States","['sql', 'nosql', 'arch', 'powerpoint', 'qlik', 'excel']",True,2023-06-15,ICF,Mid,True,no degree required
18352,Data Analyst,70000,Full-time,United States,False,"Illinois, United States","['sql', 'assembly', 'mysql', 'outlook', 'word', 'excel']",False,2023-10-04,Hyve Solutions,Mid,True,no degree required
18362,Data Analyst,111175,Full-time,Taiwan,False,Taiwan,"['c++', 'java', 'go', 'scala', 'python', 'linux', 'docker', 'kubernetes']",False,2023-09-04,Visa,High,True,no degree required
18372,Data Analyst,111175,Full-time,United States,False,Georgia,"['python', 'r', 'sql', 'bigquery']",False,2023-08-05,Averna,High,True,no degree required
18447,Data Analyst,102500,Full-time,United States,False,"Texas, United States","['r', 'python', 'sql', 'sql server', 'tableau', 'power bi', 'excel']",False,2023-11-20,Synchrony Corp,High,True,no degree required
18474,Data Analyst,105000,Full-time,United States,False,"Texas, United States","['sql', 'tableau']",True,2023-03-19,Data Services,High,True,no degree required
18506,Data Analyst,57500,Full-time,Indonesia,False,Indonesia,"['python', 'bigquery']",True,2023-08-26,Gravel,Mid,True,no degree required
18558,Data Analyst,117500,Full-time,United States,True,"California, United States","['sql', 'python', 'tableau']",True,2023-09-12,Jobot,High,True,no degree required
18580,Data Analyst,53014,Full-time,Poland,False,Poland,"['python', 'vba', 'excel']",False,2023-04-18,FE fundinfo,Mid,True,no degree required
18688,Data Analyst,100000,Full-time,United States,False,"California, United States","['sql', 'python', 'r', 'power bi']",False,2023-07-18,Town and Country Event Rentals,Mid,True,no degree required
18693,Data Analyst,65000,Full-time,United States,True,"Texas, United States",['excel'],True,2023-01-17,Insight Global,Mid,False,no degree required
18724,Data Analyst,70000,Full-time,United States,True,"New York, United States","['sql', 'redshift', 'excel']",False,2023-01-25,Partnership Employment,Mid,True,no degree required
18730,Data Analyst,115000,Full-time,United States,False,"California, United States","['sql', 'microstrategy', 'excel']",False,2023-11-21,RH,High,True,no degree required
18739,Data Analyst,111175,Full-time,Costa Rica,False,Costa Rica,"['sql', 'python', 'r', 'snowflake', 'tableau']",False,2023-07-13,ServiceNow,High,True,no degree required
18751,Data Analyst,111175,Full-time,Portugal,False,Portugal,['excel'],False,2023-01-21,Publicis Groupe,High,False,no degree required
18817,Data Analyst,110000,Full-time,United States,False,Georgia,"['python', 'sql']",True,2023-11-16,PRIMUS GLOBAL SERVICES,High,True,no degree required
18955,Data Analyst,112500,Full-time,United States,False,"New York, United States","['sql', 'tableau', 'looker']",True,2023-07-11,ZeniMax Media Inc.,High,True,no degree required
19018,Data Analyst,110000,Full-time,United States,False,"Texas, United States","['mysql', 'snowflake']",False,2023-12-12,mroads,High,False,no degree required
19159,Data Analyst,95000,Full-time,United States,False,"New York, United States","['sql', 'tableau', 'excel', 'word', 'powerpoint', 'outlook']",False,2023-06-12,Software Guidance & Assistance,Mid,True,no degree required
19180,Data Analyst,65000,Full-time,United States,False,"New York, United States","['python', 'r', 'sql', 'nosql', 'aws', 'pandas', 'numpy', 'tidyverse', 'spark', 'hadoop', 'git', 'docker', 'kubernetes']",False,2023-08-21,C4ADS,Mid,True,no degree required
19222,Data Analyst,75000,Full-time,Sudan,False,Sudan,['python'],False,2023-09-25,Insight Global,Mid,True,no degree required
19241,Data Analyst,57140,Full-time,Sudan,False,Sudan,['terminal'],False,2023-02-11,State of New Mexico,Mid,False,no degree required
19304,Data Analyst,74000,Full-time,United States,False,"New York, United States","['sql', 'sql server', 'windows', 'excel', 'ssrs']",False,2023-02-17,Bay Systems,Mid,True,no degree required
19338,Data Analyst,90000,Full-time,United States,False,"New York, United States",['python'],True,2023-04-04,Avinya Infotech,Mid,True,no degree required
19359,Data Analyst,45000,Full-time,United States,False,"New York, United States","['mysql', 'power bi', 'tableau', 'spreadsheet', 'excel']",False,2023-02-15,Volunteers of America of Pennsylvania,Low,True,no degree required
19513,Data Analyst,150000,Full-time,United States,False,Georgia,"['sql', 'javascript']",False,2023-07-27,Affinity,High,True,no degree required
19515,Data Analyst,75000,Full-time,United States,False,"California, United States","['sql', 'python', 'r', 'sql server', 'excel', 'powerpoint', 'word']",False,2023-11-29,OPN Healthcare,Mid,True,no degree required
19633,Data Analyst,51500,Full-time,United States,False,"Illinois, United States","['sql', 'sql server', 'excel', 'power bi', 'ssrs', 'dax']",False,2023-03-10,Kane County Government,Mid,True,no degree required
19663,Data Analyst,70000,Full-time,United States,False,"California, United States","['sql', 'javascript', 'sas', 'sas', 'excel', 'spss']",False,2023-07-03,Social Model Recovery Systems,Mid,True,no degree required
19704,Data Analyst,95000,Full-time,Sudan,True,Sudan,"['sql', 'python', 'r', 'excel', 'sheets', 'tableau', 'looker']",True,2023-11-03,Polygence,Mid,True,no degree required
19705,Data Analyst,53014,Full-time,Vietnam,False,Vietnam,"['sql', 'macos', 'windows', 'power bi', 'tableau']",False,2023-05-09,GeoComply,Mid,True,no degree required
19709,Data Analyst,100000,Full-time,United States,False,Georgia,"['sas', 'sas', 'sql', 'python']",False,2023-11-26,Dexian - DISYS,Mid,True,no degree required
19727,Data Analyst,62500,Full-time,United States,False,Georgia,['power bi'],False,2023-05-26,"Holland Homes, LLC",Mid,False,no degree required
19784,Data Analyst,84000,Full-time,United States,False,"Florida, United States","['sql', 'power bi', 'tableau']",True,2023-06-10,Robert Half,Mid,True,no degree required
19805,Data Analyst,100000,Full-time,United States,False,"Texas, United States","['sql', 'r', 'python', 'shell', 'postgresql', 'git']",False,2023-03-29,Trinity Healthcare Resources,Mid,True,no degree required
19833,Data Analyst,77500,Full-time,United States,False,"New York, United States",['outlook'],False,2023-12-01,Puyenpa LLC,Mid,False,no degree required
19848,Data Analyst,118500,Full-time,United States,False,"New York, United States","['sql', 'python', 'looker', 'tableau']",True,2023-08-21,Peloton,High,True,no degree required
19856,Data Analyst,105000,Full-time,Singapore,False,Singapore,"['sql', 'python', 'aws', 'excel', 'power bi', 'flow']",False,2023-08-29,ADDX,High,True,no degree required
19863,Data Analyst,65000,Contractor,United States,True,"Illinois, United States","['sql', 'r', 'python', 'bigquery', 'airflow', 'excel', 'git']",False,2023-09-26,24 Seven Talent,Mid,True,no degree required
19867,Data Analyst,85000,Full-time,United States,False,"New York, United States","['sql', 'vba', 'python', 'alteryx', 'excel', 'word', 'powerpoint', 'flow']",False,2023-01-31,Smith Arnold Partners,Mid,True,no degree required
19897,Data Analyst,95000,Contractor,United States,True,"Texas, United States",['tableau'],True,2023-07-12,Insight Global,Mid,True,no degree required
19932,Data Analyst,67500,Full-time,United States,False,"California, United States","['sql', 'snowflake', 'looker', 'tableau']",False,2023-05-04,Group Delta,Mid,True,no degree required
19961,Data Analyst,86093,Full-time,United States,False,"New York, United States","['python', 'r', 'sql', 'vba', 'aws', 'gcp']",False,2023-04-14,Commonwealth of Massachusetts,Mid,True,no degree required
20057,Data Analyst,75000,Full-time,United States,True,"New York, United States","['c++', 'c#', 'java', 'python', 'r', 'sql', 'matlab']",True,2023-04-05,hackajob,Mid,True,no degree required
20069,Data Analyst,75000,Full-time,United States,False,Georgia,"['sql', 'power bi', 'dax']",False,2023-09-05,JB HARRIS TRANSPORT,Mid,True,no degree required
20081,Data Analyst,145000,Full-time,United States,False,"New York, United States","['python', 'java', 'javascript', 'c++', 'r', 'qlik', 'tableau', 'power bi']",True,2023-04-21,CyberCoders,High,True,no degree required
20086,Data Analyst,95000,Contractor,United States,False,Georgia,"['sql', 'power bi', 'dax', 'excel']",False,2023-04-28,Insight Global,Mid,True,no degree required
20101,Data Analyst,69900,Full-time,United States,False,Georgia,['mysql'],False,2023-11-18,Verisk,Mid,False,no degree required
20118,Data Analyst,51862,Full-time and Contractor,United States,False,"Texas, United States","['sql', 'python']",True,2023-09-22,Upen Group Inc,Mid,True,no degree required
20135,Data Analyst,68000,Full-time,United States,False,"New York, United States","['r', 'matlab', 'python', 'github']",False,2023-04-04,Columbia University Medical Center,Mid,True,no degree required
20142,Data Analyst,72549,Full-time and Part-time,United States,False,"New York, United States","['sql', 'sql server', 'express', 'excel', 'tableau']",False,2023-11-16,DPH-Shattuck Hospital,Mid,True,no degree required
20150,Data Analyst,92500,Full-time,United States,False,"California, United States","['sql', 'azure', 'snowflake', 'aws', 'tableau', 'microstrategy']",True,2023-06-19,Robert Half,Mid,True,no degree required
20200,Data Analyst,65000,Contractor,United States,False,"Illinois, United States","['sql', 'r', 'python', 'excel', 'tableau', 'power bi']",False,2023-12-05,AaraTechnologies Inc,Mid,True,no degree required
20283,Data Analyst,51862,Full-time and Contractor,United States,False,"Texas, United States","['sql', 'python']",True,2023-10-14,Upen Group Inc,Mid,True,no degree required
20291,Data Analyst,69500,Full-time,United States,False,"Illinois, United States","['crystal', 'sql', 'html', 'sql server', 'sap', 'excel', 'power bi']",False,2023-05-24,Goodwill TalentBridge,Mid,True,no degree required
20352,Data Analyst,41000,Full-time,United States,False,"California, United States","['python', 'sql', 'excel']",False,2023-04-25,Internet Brands,Low,True,no degree required
20369,Data Analyst,100500,Full-time,United States,False,"Texas, United States","['sql', 'tableau', 'excel']",False,2023-07-03,DSI Systems,High,True,no degree required
20481,Data Analyst,72500,Full-time,United States,False,Georgia,"['sql', 'vba', 'excel', 'power bi']",False,2023-04-05,"Place Services, Inc.",Mid,True,no degree required
20498,Data Analyst,56250,Full-time,United States,False,"California, United States","['sql', 'excel', 'smartsheet']",True,2023-03-10,Robert Half,Mid,True,no degree required
20504,Data Analyst,82500,Full-time,United States,False,"New York, United States","['word', 'slack']",False,2023-04-19,Harvard Strategic Data Project,Mid,False,no degree required
20553,Data Analyst,93027,Full-time,United States,False,"New York, United States","['sql', 'r', 'html', 'css', 'javascript', 'python', 'ruby', 'ruby', 'oracle', 'sharepoint', 'tableau']",False,2023-09-07,NYC Administration for Children's Services,Mid,True,no degree required
20599,Data Analyst,70000,Full-time,United States,False,"New York, United States","['sql', 'oracle', 'aws', 'tableau']",True,2023-05-08,Cognowiz solutions LLC,Mid,True,no degree required
20622,Data Analyst,80000,Full-time,United States,False,"New York, United States","['outlook', 'word', 'excel', 'powerpoint', 'sharepoint']",False,2023-06-07,Peace Officer Standards and Training,Mid,False,no degree required
20635,Data Analyst,95000,Full-time,United States,False,"Florida, United States","['power bi', 'jira']",False,2023-10-02,EVONA,Mid,False,no degree required
